,Unnamed: 0,Unnamed: 0.1,loadingOrder,Port,longitude,latitude,longitude_int,latitude_int
44,49,6226,NS416360207471,BRSSZ,-46.354732,-23.920303,-46,-23
45,51,465,BJ679854131822,BRSSZ,-46.348147,-23.921448,-46,-23
46,52,4191,JC552116477432,BRSSZ,-46.291453,-23.966547,-46,-23
47,53,8047,RS836751018240,BRSSZ,-46.354768,-23.92015,-46,-23
48,54,4209,JD525900073785,BRSSZ,-46.26893,-24.23492,-46,-24
49,55,3866,IJ398640055163,BRSSZ,-46.35481,-23.92017,-46,-23
50,56,4219,JE376812220434,BRSSZ,-46.354937,-23.92038,-46,-23
51,57,6361,NY950534024551,BRSSZ,-46.321367,-23.925483,-46,-23
52,59,11024,YM305778386930,BRSSZ,-46.35141,-23.920762,-46,-23
53,61,5788,MS340627788678,BRSSZ,-46.348107,-23.921285,-46,-23
54,62,5538,MC574714462738,BRSSZ,-46.348147,-23.921448,-46,-23
55,63,7448,QK157523030402,BRSSZ,-46.35158300000001,-23.920808,-46,-23
56,64,10037,WG132883929798,BRSSZ,-46.348245,-23.921352,-46,-23
57,65,4702,KH139769883903,BRSSZ,-46.347282,-23.921607,-46,-23
58,66,10756,XZ984006510666,BRSSZ,-46.29162,-23.966405,-46,-23
59,67,7477,QL774959993762,BRSSZ,-46.265813,-24.176613,-46,-24
60,68,361,BF258163419622,BRSSZ,-46.346973,-23.921635,-46,-23
61,69,3533,HR514728743444,BRSSZ,-46.295,-23.971667,-46,-23
62,70,959,CI731673934438,BRSSZ,-46.31865,-23.9255,-46,-23
63,71,6873,PB996788547231,BRSSZ,-46.415682,-24.384185,-46,-24
64,72,10523,XK722481192482,BRSSZ,-46.31865,-23.9255,-46,-23
65,73,10544,XM341317345500,BRSSZ,-46.291453,-23.966547,-46,-23
66,74,7150,PS713253868826,BRSSZ,-46.291692,-23.966297,-46,-23
67,75,9866,VV569465327670,BRSSZ,-46.298852,-23.963368,-46,-23
68,76,7011,PL158541820670,BRSSZ,-46.348218,-23.921282,-46,-23
69,77,8328,SK180257851043,CALLAO_PERU,-72.48983299999998,-30.976,-72,-30
70,78,5022,KZ841230219240,CLIQQ,-70.155835,-20.20454,-70,-20
71,79,8024,RR658743696460,CLIQQ,-70.155985,-20.204843,-70,-20
72,80,11296,YW638325217174,CLIQQ,-70.155973,-20.204853,-70,-20
73,81,8010,RQ820703498393,CLIQQ,-70.156,-20.204827,-70,-20
74,82,11192,YS361365535403,CLIQQ,-70.15539,-20.203637,-70,-20
75,83,7177,PU178837835960,CLVAP,-71.62182,-33.588208,-71,-33
76,84,8884,TP518047611804,CLVAP,-71.626637,-33.031855,-71,-33
77,85,6458,OE565790008242,CLVAP,-71.626385,-33.032465,-71,-33
78,87,8956,TT687684874451,CMDLA,9.50428,0.283673,9,0
79,88,8300,SI264892570890,CNCWN,113.893833,22.451,113,22
80,89,6418,OC322691502725,CNCWN,113.893833,22.451,113,22
81,90,7752,RD340270246944,CNCWN,114.288348,22.5739,114,22
82,91,2128,ES480125886633,CNCWN,113.893833,22.451,113,22
83,92,9088,UB990825640624,CNDCB,113.851417,22.5325,113,22
84,93,1608,DP489047927913,CNDCB,113.852167,22.530333,113,22
85,94,5172,LI483262519427,CNDCB,113.851417,22.5325,113,22
86,95,1900,EE368558399254,CNDCB,113.852183,22.531867,113,22
87,96,8102,RW617009996594,CNDCB,113.851333,22.532833,113,22
88,97,7347,QE711881364669,CNDCB,113.851633,22.53325,113,22
89,98,1384,DC487555763376,CNDCB,113.851633,22.53325,113,22
90,99,5096,LE745279493237,CNDCB,113.852183,22.531867,113,22
91,100,5380,LT423395256074,CNDCB,113.852167,22.530333,113,22
92,101,1227,CW119311387638,CNDCB,113.851633,22.53325,113,22
93,102,10476,XH442709881813,CNDCB,113.8526,22.529467,113,22
94,103,2321,FD981753244516,CNDCB,113.851633,22.53325,113,22
95,104,4636,KC730112915883,CNDCB,113.8514,22.533083,113,22
96,105,7926,RM160884392122,CNDCB,113.8526,22.529467,113,22
97,106,9368,UR702212229790,CNDCB,113.851633,22.53325,113,22
98,107,2475,FL747743189635,CNDCB,113.851683,22.529967000000006,113,22
99,108,5287,LO703936530938,CNDCB,113.851333,22.532833,113,22
100,109,3343,HH247699912059,CNDCB,113.851683,22.529967000000006,113,22
101,110,4039,IT297041298712,CNDCB,113.8526,22.529467,113,22
102,111,6113,NL606651680985,CNDCB,113.851683,22.529967000000006,113,22
103,112,10582,XP120123561840,CNDCB,113.851633,22.53325,113,22
104,113,6087,NJ993360447507,CNDCB,113.852183,22.531867,113,22
105,114,1334,CZ772524167888,CNDCB,113.851633,22.53325,113,22
106,115,4900,KS770992882638,CNDCB,113.851417,22.5325,113,22
107,116,11046,YM755833098924,CNDCB,113.8526,22.529467,113,22
108,117,9470,UX228271134981,CNDCB,113.8514,22.533083,113,22
109,118,4069,IV516936790594,CNDCB,113.852183,22.531867,113,22
110,119,7230,PX284522910124,CNDCB,113.852167,22.530333,113,22
111,120,11051,YM819372887767,CNDCB,113.851333,22.532833,113,22
112,121,8123,RX550792511327,CNHKG,114.118943,22.326495,114,22
113,122,8136,RY193300426137,CNHKG,114.12115,22.333117,114,22
114,123,2638,FU974301730521,CNHKG,114.11525,22.3265,114,22
115,124,7228,PX188672447007,CNHKG,114.12527,22.328108,114,22
116,126,11203,YS905109069964,CNHKG,114.124517,22.332233,114,22
117,127,7825,RG973703905534,CNHKG,114.118057,22.328182,114,22
118,128,3297,HE596460542675,CNHKG,114.127095,22.32733,114,22
119,129,7129,PR590847776152,CNHKG,114.262645,21.524145,114,21
120,131,7600,QT854105355051,CNHKG,114.128217,22.325692,114,22
121,132,8274,SG407577486642,CNHKG,114.121813,22.326837,114,22
122,133,3336,HG712046079317,CNHKG,114.121667,22.336,114,22
123,134,2540,FP773751230576,CNHKG,114.121633,22.32785,114,22
124,135,3268,HD505448344366,CNHKG,114.121633,22.32785,114,22
125,136,7642,QW415678158646,CNHKG,114.11732,22.332747,114,22
126,137,2582,FR832908378896,CNHKG,114.123167,22.326983,114,22
127,138,11186,YS179798556958,CNHKG,114.129833,22.326333,114,22
128,139,2977,GN913938743940,CNHKG,114.124052,22.327598,114,22
129,140,7651,QW734177510727,CNHKG,114.117798,22.326535,114,22
130,141,11193,YS394081412501,CNHKG,113.880805,22.447765,113,22
131,142,7689,QZ236002606267,CNHKG,114.121327,22.3273,114,22
132,143,11179,YR940474686345,CNHKG,114.121703,22.329065,114,22
133,144,2662,FW540896931467,CNHKG,114.123217,22.328317,114,22
134,146,7370,QF604124923205,CNHKG,114.123257,22.324748,114,22
135,147,3094,GT947354459403,CNHKG,114.12355,22.3377,114,22
136,148,7928,RM220640096105,CNHKG,114.121108,22.328718,114,22
137,149,11340,YY507705872815,CNHKG,114.12582,22.330432,114,22
138,150,3090,GT749393090689,CNHKG,114.119595,22.330122,114,22
139,151,2781,GD172371707153,CNHKG,114.124417,22.334133,114,22
140,152,3086,GT628827275052,CNHKG,114.11651,22.326762,114,22
141,153,430,BH888924550630,CNHKG,114.1113,22.322967,114,22
142,154,373,BF740484449328,CNHKG,114.391917,21.893067,114,21
143,155,2804,GE412154827640,CNHKG,114.124717,22.330003,114,22
144,157,2899,GJ161699093959,CNHKG,114.120475,22.3246,114,22
145,158,11275,YV575433184913,CNHKG,114.115965,22.336762,114,22
146,159,7866,RJ212901311020,CNHKG,114.4074,21.887367,114,21
147,161,2876,GH710157742682,CNHKG,114.218773,21.67907,114,21
148,162,2833,GF859118291470,CNHKG,114.122608,22.327792,114,22
149,163,7831,RH232224986043,CNHKG,114.12173,22.329297,114,22
150,164,11245,YU554385390272,CNHKG,114.12785,22.32835,114,22
151,165,3257,HC961977830350,CNHKG,114.119268,22.326173,114,22
152,166,7989,RP781504896168,CNHKG,114.124647,22.328038,114,22
153,167,7496,QN296808674756,CNHKG,114.113223,22.323673,114,22
154,168,7390,QG553515049230,CNHKG,114.102478,22.317875,114,22
155,169,11353,YY852075720681,CNHKG,114.120402,22.326722,114,22
156,170,8041,RS790466653441,CNHKG,114.125178,22.332532,114,22
157,171,2685,FY120643559470,CNHKG,114.118702,22.324835,114,22
158,172,7712,RA678769763348,CNHKG,114.119905,22.327983,114,22
159,173,2931,GL308188353859,CNHKG,114.115583,22.32515,114,22
160,174,7730,RB910611668968,CNHKG,114.123217,22.328317,114,22
161,175,3034,GQ813141302460,CNHKG,114.122933,22.326767,114,22
162,176,3113,GU909565527620,CNHKG,114.099,22.322333,114,22
163,177,379,BF895336529876,CNHKG,114.121753,22.329253,114,22
164,178,7515,QO679297257819,CNHKG,114.391917,21.893067,114,21
165,179,3096,GT961511537815,CNHKG,114.11906,22.328325,114,22
166,180,8022,RR578179684720,CNHKG,114.11288,22.324005,114,22
167,181,7572,QS478566781574,CNHKG,114.497867,21.811367,114,21
168,182,2690,FY311209441330,CNHKG,114.121733,22.326367,114,22
169,183,8016,RR140498719773,CNHKG,114.2672,21.494203,114,21
170,184,8013,RQ914972373045,CNHKG,114.122208,22.326788,114,22
171,185,448,BI784575906619,CNHKG,113.893758,22.454248,113,22
172,186,3033,GQ803927725516,CNHKG,114.12194,22.327663,114,22
173,187,8709,TG518519118494,CNHKG,114.127393,22.326445,114,22
174,188,11153,YQ791074328466,CNHKG,113.894283,22.397667,113,22
175,189,10796,YB863615763660,CNHKG,114.503333,22.058333,114,22
176,192,9949,WB292938112331,CNHKG,114.118077,22.328652,114,22
177,193,9914,VY471805094076,CNHKG,114.122633,22.328483,114,22
178,194,1377,DB949431648978,CNHKG,114.108608,22.322077,114,22
179,195,9853,VV104054606030,CNHKG,114.120903,22.328943,114,22
180,196,9852,VU900507036261,CNHKG,114.122633,22.328483,114,22
181,197,9841,VT906372282067,CNHKG,114.125178,22.332532,114,22
182,198,9821,VS750049360609,CNHKG,114.126825,22.327518,114,22
183,199,1481,DH819567123819,CNHKG,114.112053,22.32392,114,22
184,200,9755,VO412084353451,CNHKG,114.12632,22.327605,114,22
185,201,9754,VO343205002006,CNHKG,114.384017,21.8589,114,21
186,202,10846,YD841734781896,CNHKG,114.119502,22.330253,114,22
187,203,9697,VL196059236956,CNHKG,114.130832,22.326537,114,22
188,205,9662,VI959591331918,CNHKG,114.270427,22.570757,114,22
189,206,714,BV917838670247,CNHKG,114.120295,22.326662,114,22
190,207,10864,YE630793956100,CNHKG,114.114867,22.324733,114,22
191,208,9657,VI763884766854,CNHKG,114.120833,22.337417,114,22
192,210,1584,DO134524989179,CNHKG,114.120873,22.326997,114,22
193,211,1603,DP230109633088,CNHKG,114.108065,22.321825,114,22
194,212,9600,VF976225515243,CNHKG,114.12341200000002,22.336342,114,22
195,213,9583,VE323118326982,CNHKG,114.119763,22.326837,114,22
196,214,10021,WF313523222967,CNHKG,114.12035,22.336483,114,22
197,215,1619,DP863930978280,CNHKG,114.11367,22.3246,114,22
198,217,10051,WH390557201392,CNHKG,114.118057,22.328182,114,22
199,218,887,CE832230217665,CNHKG,114.113223,22.323673,114,22
200,219,10624,XR307099711965,CNHKG,114.12341200000002,22.327448,114,22
201,220,856,CC882170548734,CNHKG,114.113663,22.323953,114,22
202,221,10581,XP100891163826,CNHKG,114.121667,22.336,114,22
203,223,10555,XN131936221137,CNHKG,114.121813,22.326837,114,22
204,224,966,CI890996322097,CNHKG,114.11518,22.323618,114,22
205,225,10670,XU536357898163,CNHKG,114.12001,22.33038,114,22
206,227,1018,CL230121935373,CNHKG,114.119233,22.325117,114,22
207,228,10407,XD889733494698,CNHKG,114.122633,22.3272,114,22
208,229,10352,WZ706986039539,CNHKG,114.606868,22.079662,114,22
209,230,10349,WZ650602038348,CNHKG,114.223333,22.157,114,22
210,231,10331,WY443350766146,CNHKG,114.1236,22.331517,114,22
211,232,10326,WY265755532377,CNHKG,114.121133,22.32705,114,22
212,233,10313,WX511895634867,CNHKG,114.119755,22.327705,114,22
213,235,10245,WT765315284369,CNHKG,114.102335,22.321427,114,22
214,236,10223,WS822965669677,CNHKG,114.120052,22.335472,114,22
215,237,1154,CS287456566394,CNHKG,114.127017,22.327383,114,22
216,238,1193,CU361666889874,CNHKG,115.04925,22.036797,115,22
217,239,1208,CV138878091898,CNHKG,114.116343,22.329423,114,22
218,240,1236,CW497364640200,CNHKG,114.123075,22.326725,114,22
219,241,1260,CX757472591629,CNHKG,114.121228,22.336682,114,22
220,242,10062,WH901257065015,CNHKG,114.120467,22.3355,114,22
221,243,10780,YB225099515850,CNHKG,114.123368,22.326125,114,22
222,244,9578,VE138368373032,CNHKG,114.117798,22.326535,114,22
223,245,9572,VD509616770142,CNHKG,114.11755,22.332317,114,22
224,246,1635,DQ820007575657,CNHKG,114.130762,22.326387,114,22
225,247,8824,TN201754452357,CNHKG,114.120705,22.327447,114,22
226,248,8821,TN170979461437,CNHKG,114.116047,22.326557,114,22
227,249,2142,ET356240990912,CNHKG,114.118685,22.325887,114,22
228,250,314,BC855099532030,CNHKG,114.121392,22.328288,114,22
229,251,2227,EY303383317774,CNHKG,114.123463,22.325948,114,22
230,252,8690,TF390953798428,CNHKG,114.115583,22.32515,114,22
231,253,8638,TC505915292140,CNHKG,113.894283,22.397667,113,22
232,254,2266,FB237118558389,CNHKG,114.121637,22.33561,114,22
233,255,8602,SZ978445649705,CNHKG,114.122077,22.327645,114,22
234,257,8556,SY152630192981,CNHKG,114.12067,22.336568,114,22
235,258,8552,SX846585587812,CNHKG,114.121715,22.336347,114,22
236,259,2352,FF229373165852,CNHKG,113.689192,22.633433,113,22
237,260,8491,SU540745301534,CNHKG,114.121,22.328000000000007,114,22
238,261,8442,SR213644184677,CNHKG,114.125313,22.335995,114,22
239,262,8428,SQ499181734543,CNHKG,114.118702,22.324835,114,22
240,263,528,BN148310107570,CNHKG,114.121703,22.329065,114,22
241,264,8424,SQ248378958038,CNHKG,114.12033999999998,22.33137,114,22
242,265,8414,SP515922625009,CNHKG,114.120745,22.33706,114,22
243,266,8410,SP454909159128,CNHKG,114.1265,22.325167,114,22
244,267,8386,SN912596281036,CNHKG,114.121813,22.326837,114,22
245,268,2436,FJ690892125096,CNHKG,114.125178,22.332532,114,22
246,269,8364,SM378886681371,CNHKG,114.12355,22.3377,114,22
247,271,8343,SK819484799282,CNHKG,114.121252,22.328543,114,22
248,272,8835,TN506191253100,CNHKG,114.120445,22.328047,114,22
249,275,596,BQ803658831087,CNHKG,114.1222,22.3286,114,22
250,276,1641,DQ983382315658,CNHKG,114.122073,22.326965,114,22
251,277,1652,DR789784415897,CNHKG,114.12689,22.327933,114,22
252,279,10910,YG869949825693,CNHKG,114.120043,22.331898,114,22
253,280,9511,UZ186241396274,CNHKG,114.4074,21.887367,114,21
254,281,1681,DT136665636308,CNHKG,114.121467,22.326912,114,22
255,282,9415,UU167892860493,CNHKG,114.120135,22.335973000000006,114,22
256,283,9411,UT913445127665,CNHKG,114.122633,22.328483,114,22
257,285,1834,EA293931972204,CNHKG,114.121212,22.329007,114,22
258,286,9192,UH292710301127,CNHKG,114.11306,22.324827,114,22
259,287,10969,YJ548560321650,CNHKG,114.119967,22.333917,114,22
260,288,8336,SK516477685528,CNHKG,114.119417,22.339467000000006,114,22
261,289,9147,UF254073106474,CNHKG,114.120745,22.33706,114,22
262,290,9110,UC853007770001,CNHKG,114.103755,22.320622,114,22
263,291,9032,TY392680267275,CNHKG,114.113575,22.324782,114,22
264,292,9030,TY354956879875,CNHKG,113.89606299999998,22.458902,113,22
265,293,9006,TX205076851117,CNHKG,114.119917,22.332433,114,22
266,294,8989,TV757782403627,CNHKG,114.124812,22.333048,114,22
267,295,8968,TU596450991873,CNHKG,114.102335,22.321427,114,22
268,296,2043,EM896402715339,CNHKG,114.547358,22.269235,114,22
269,297,8954,TT662902339440,CNHKG,114.119128,22.325617,114,22
270,298,2055,EN424022566046,CNHKG,114.099,22.322333,114,22
271,299,2083,EP601335666318,CNHKG,114.103755,22.320622,114,22
272,300,8888,TP722441612213,CNHKG,114.12582,22.330432,114,22
273,303,3399,HK688467562112,CNHKG,114.120428,22.335895,114,22
274,304,7909,RK927818083353,CNHKG,114.503333,22.058333,114,22
275,305,871,CD599905362007,CNHKG,114.120922,22.325672,114,22
276,307,6303,NW301017852328,CNHKG,114.119228,22.3271,114,22
277,308,5343,LR504749527858,CNHKG,114.38775,22.058075,114,22
278,309,5353,LS119746643284,CNHKG,114.126033,22.326833,114,22
279,310,3934,IM767133202632,CNHKG,114.12165,22.3275,114,22
280,311,11560,ZK571851729882,CNHKG,114.124647,22.328038,114,22
281,312,5394,LT993817479897,CNHKG,114.11818999999998,22.341187,114,22
282,313,3957,IN736888634752,CNHKG,114.12194,22.327663,114,22
283,314,5422,LV436058249084,CNHKG,114.12189,22.328023,114,22
284,315,5437,LW428726217507,CNHKG,114.120873,22.326997,114,22
285,316,6201,NQ868861742288,CNHKG,114.121522,22.329572,114,22
286,317,198,AR203057607981,CNHKG,114.121288,22.329633,114,22
287,318,6198,NQ751715167474,CNHKG,114.102335,22.321427,114,22
288,319,6195,NQ562115821165,CNHKG,114.126825,22.327518,114,22
289,320,4454,JR822054664033,CNHKG,114.121212,22.329007,114,22
290,321,3879,IK139142391915,CNHKG,114.119663,22.33308,114,22
291,322,4444,JR556284100395,CNHKG,114.12115,22.333117,114,22
292,323,5329,LQ880357467069,CNHKG,115.880731,22.343545,115,22
293,324,5318,LQ257968812057,CNHKG,114.123257,22.324748,114,22
294,325,11482,ZG634561123464,CNHKG,114.125102,22.33061,114,22
295,327,4740,KJ553632286209,CNHKG,114.117543,22.327512,114,22
296,328,3621,HV895934746284,CNHKG,114.128217,22.325692,114,22
297,329,5105,LE969768341318,CNHKG,114.102335,22.321427,114,22
298,330,37,AD995240210737,CNHKG,114.11918500000002,22.325825,114,22
299,331,4707,KH267790542589,CNHKG,114.503333,22.058333,114,22
300,332,11785,ZX183567059101,CNHKG,117.786252,23.218823,117,23
301,333,11512,ZI283079952486,CNHKG,114.123867,22.328183,114,22
302,335,4662,KE607377663581,CNHKG,114.121563,22.330472,114,22
303,336,6518,OI814903768980,CNHKG,114.279178,22.563547,114,22
304,337,5230,LL162424048173,CNHKG,113.892422,22.453035,113,22
305,338,5266,LN238698643688,CNHKG,114.099,22.322333,114,22
306,339,4596,JZ945403131423,CNHKG,114.123167,22.326983,114,22
307,340,6376,NZ764183740986,CNHKG,114.121467,22.326912,114,22
308,341,11808,ZY333350082535,CNHKG,114.12194,22.327663,114,22
309,342,6170,NO734521047965,CNHKG,114.12033999999998,22.33137,114,22
310,343,6140,NN268817817933,CNHKG,114.1236,22.331517,114,22
311,344,4344,JL540124973703,CNHKG,114.128662,22.328103,114,22
312,345,11632,ZO709550293396,CNHKG,114.13191299999998,22.326873000000006,114,22
313,346,5876,MX737762286824,CNHKG,114.122077,22.324943,114,22
314,347,5844,MV443414751606,CNHKG,114.218773,21.67907,114,21
315,348,11646,ZP349223735936,CNHKG,114.1222,22.333467,114,22
316,349,5790,MS437491399096,CNHKG,113.894283,22.397667,113,22
317,350,118,AK983069788241,CNHKG,114.11906,22.328325,114,22
318,351,4257,JG478662751341,CNHKG,114.121,22.328000000000007,114,22
319,352,4291,JI409234190797,CNHKG,114.12248999999998,22.326383,114,22
320,353,5702,MM809940344095,CNHKG,114.120783,22.335942000000006,114,22
321,355,4308,JJ607864291760,CNHKG,114.120767,22.328832,114,22
322,356,5686,ML563944310724,CNHKG,114.130667,22.3293,114,22
323,357,4316,JK119323002897,CNHKG,114.121552,22.327495000000006,114,22
324,358,5679,ML272487127057,CNHKG,114.120913,22.3346,114,22
325,359,4345,JL551660899104,CNHKG,114.114793,22.324835,114,22
326,360,5514,MB424121629404,CNHKG,114.262645,21.524145,114,21
327,361,5622,MH946013956921,CNHKG,114.1195,22.326833,114,22
328,362,5933,MZ965297722430,CNHKG,115.056408,21.939412,115,21
329,363,6126,NM301200512267,CNHKG,114.38695,21.89915,114,21
330,364,187,AQ668097954870,CNHKG,114.391917,21.893067,114,21
331,365,6121,NM113483021531,CNHKG,114.119522,22.327267000000006,114,22
332,366,87,AI648882675900,CNHKG,114.12341200000002,22.327448,114,22
333,367,11590,ZM100823470907,CNHKG,114.124517,22.332233,114,22
334,368,4437,JR219437154538,CNHKG,114.123933,22.3286,114,22
335,369,11715,ZS970043810927,CNHKG,114.11605,22.336868,114,22
336,370,6050,NH931533880149,CNHKG,114.119267,22.324683,114,22
337,371,5543,MC981309379913,CNHKG,114.12174,22.328397,114,22
338,372,6035,NH262472501850,CNHKG,114.11938700000002,22.328795,114,22
339,373,5553,MD829178363532,CNHKG,114.12251,22.327212,114,22
340,374,11704,ZS606372348854,CNHKG,114.12602,22.330422,114,22
341,376,4372,JN124798981288,CNHKG,114.1141,22.323543,114,22
342,378,4363,JM479379443428,CNHKG,114.117662,22.326272,114,22
343,379,267,AZ745966039384,CNHKG,114.123383,22.329383,114,22
344,380,11674,ZQ855926527883,CNHKG,114.120833,22.328667000000006,114,22
345,381,6988,PJ291264904361,CNHKG,114.120903,22.328943,114,22
346,382,6972,PI469729670779,CNHKG,114.12355,22.3377,114,22
347,383,4849,KQ743674131141,CNHKG,113.751317,22.48305,113,22
348,384,5047,LB568522400073,CNHKG,114.121617,22.32735,114,22
349,385,3436,HM749124097907,CNHKG,114.12912,22.327793,114,22
350,386,3429,HM248118561439,CNHKG,114.126825,22.327518,114,22
351,387,5017,KZ614932693513,CNHKG,114.120662,22.329343,114,22
352,388,6912,PE301418202544,CNHKG,114.120272,22.33397,114,22
353,389,4819,KP203048359956,CNHKG,114.125323,22.329903,114,22
354,391,6909,PD911827258622,CNHKG,114.120362,22.32729,114,22
355,392,3437,HM832145179255,CNHKG,114.113663,22.323953,114,22
356,393,3421,HL722271904713,CNHKG,114.121327,22.3273,114,22
357,394,7010,PK898920785623,CNHKG,114.122633,22.328483,114,22
358,395,4897,KS645417264206,CNHKG,114.120922,22.325672,114,22
359,396,3419,HL590710558598,CNHKG,114.121133,22.32705,114,22
360,397,3440,HN158391038839,CNHKG,114.1205,22.330833,114,22
361,398,4869,KR825871894485,CNHKG,114.12785,22.32835,114,22
362,399,11809,ZY394670867906,CNHKG,114.119328,22.326313,114,22
363,400,4988,KY137324342735,CNHKG,114.127108,22.327352,114,22
364,401,4800,KN906339245817,CNHKG,114.121228,22.328842,114,22
365,402,6998,PK400102985773,CNHKG,114.263568,22.57364,114,22
366,403,3554,HS434720805307,CNHKG,114.120167,22.330753,114,22
367,404,293,BB737462916824,CNHKG,114.122633,22.3272,114,22
368,405,3443,HN243647397835,CNHKG,114.270427,22.570757,114,22
369,406,4089,IW273347785581,CNNGB,122.0364,29.89725,122,29
370,407,9352,UQ660892852527,CNNSA,113.689277,22.635403,113,22
371,408,9484,UY107778040959,CNNSA,113.682558,22.644175,113,22
372,410,9359,UR277951045402,CNNSA,113.68983500000002,22.631735,113,22
373,411,9478,UX557900390251,CNNSA,113.691073,22.636125,113,22
374,412,9395,US797328127395,CNNSA,113.889502,22.444747,113,22
375,413,9451,UW165134181483,CNNSA,113.689085,22.636932,113,22
376,415,9389,US673280837309,CNNSA,113.68957,22.6347,113,22
377,416,5565,ME539564525173,CNNSA,113.87915,22.449943,113,22
378,417,10547,XM519418333078,CNNSA,113.69017,22.633392,113,22
379,418,4384,JN783154000433,CNNSA,113.693308,22.627582,113,22
380,419,5589,MF983901325223,CNNSA,113.689558,22.642188,113,22
381,420,1743,DW316581717305,CNNSA,113.68929,22.633683,113,22
382,421,4375,JN248526726313,CNNSA,113.689163,22.633587,113,22
383,422,5562,ME413879950501,CNNSA,113.689167,22.634775,113,22
384,423,10546,XM435127455085,CNNSA,113.689842,22.633713,113,22
385,424,1655,DR880850267339,CNNSA,113.68978,22.632277,113,22
386,425,4410,JP182817697081,CNNSA,113.683533,22.638828,113,22
387,426,973,CJ169562675033,CNNSA,113.8921,22.447733,113,22
388,427,5513,MB408119192624,CNNSA,113.688873,22.638348,113,22
389,428,969,CI966564706285,CNNSA,113.515467,21.310317,113,21
390,429,4804,KO187869610446,CNNSA,113.87915,22.449943,113,22
391,430,4439,JR389200922197,CNNSA,113.687048,22.64253,113,22
392,431,9575,VD846175362769,CNNSA,113.688108,22.637682,113,22
393,432,964,CI841372516035,CNNSA,113.689635,22.634035,113,22
394,433,961,CI799464764787,CNNSA,113.689387,22.633065,113,22
395,434,9557,VC507438360263,CNNSA,113.68501,22.634452,113,22
396,435,4984,KX699680098084,CNNSA,113.690735,22.630645,113,22
